transaction_id,user_id,timestamp,amount,merchant,location_city,location_state,is_fraud_actual
ba29bbe1-d7e9-4fdf-b93d-5c6950b8a7c9,bfb8e0f4-edbe-43e0-8a82-c3d5158a2748,2025-10-13 21:58:41,1636.51,"Campbell, Jones and Moody",North Anthonyside,FM,0
4bef7d25-ff92-4b73-9124-796adb033473,4e6a2721-f035-4ba1-afa6-2e3bbbf08251,2025-10-13 21:58:51,1214.1,"Bell, Mitchell and Roberts",South Annchester,MT,0
0ec5a0b9-6f1d-4690-be0a-b6d3af45c2bb,33d0ca55-2c7c-493a-98a0-76f7350e678d,2025-10-13 21:59:01,75.41,"Neal, Gonzalez and Barnett",Virginiaborough,HI,0
902687c1-32ac-48ab-9d4d-571601adf037,4866b80b-ef4e-4323-b42e-c57c61c83457,2025-10-13 21:59:11,1675.37,"Hall, Barnett and Smith",Barbarafurt,WY,0
b18bd19b-3513-4b9e-94d8-d911fa21e1c2,7539414f-3be4-42c4-b6f5-5ae785520986,2025-10-13 21:59:21,1196.92,Simmons-Sanchez,Taylorberg,KS,0
0e484795-fe9d-479b-8b67-e9cdc41a79b2,af7e1496-ccb3-45b3-894d-ae67a24368cf,2025-10-13 21:59:31,688.92,Mcmahon Ltd,Petersonchester,WV,0
75225c3f-d58e-4cd6-abd1-0e014c8a03e4,26605005-158f-4f12-be65-0f9379dcb3cd,2025-10-13 21:59:41,1736.1,Taylor-Gonzalez,Brendaview,TN,0
1e936878-c12f-49d0-8316-7d328cea6210,34978f02-fce8-4ee3-9ddd-c4a6087941a2,2025-10-13 21:59:51,17.94,Hunt-Larsen,West Shelby,NJ,0
ae7459ba-9725-44ab-800b-63d94612e5b2,9c2c6f89-2070-493e-af72-caf9c046e0a7,2025-10-13 22:00:01,603.71,Lewis-Smith,East Sarah,UT,0
42cadade-c9d4-4d91-a237-f65083671ac4,bac762dd-f96d-4c34-b39d-edf7100e18a2,2025-10-13 22:00:11,1611.32,Deleon Inc,Lake Matthew,LA,0
40b9bed6-1cf6-464b-bdc4-dbce55ae71df,100860d2-48a8-43df-88b3-242e4b2f9b9f,2025-10-13 22:00:21,1944.71,"Phillips, Shelton and Barber",New Tiffany,OR,0
dc49bba5-c3db-4fb8-a813-c36127aff336,a25070b7-ea12-4787-a4a9-8b3592cc7617,2025-10-13 22:00:31,282.22,Perry-Marshall,Bradborough,HI,0
a0725088-d0c1-48b4-8652-531870adf889,77a58b32-8a22-4c1c-94a0-a607d50e9d23,2025-10-13 22:00:41,1157.99,"Perry, Stokes and Stewart",Lake Markhaven,MA,0
9115c080-c4a8-40e7-84fc-90be405d37a3,387670fe-d8bf-4060-8d8c-9cbe75baaac5,2025-10-13 22:00:51,97.6,Castillo and Sons,East Ashleyborough,SC,0
68bf8a02-9b15-4463-905b-0369d78a7914,5681a361-3939-49e5-ba50-e45c0f1c1ba6,2025-10-13 22:01:01,183.42,Malone-Cox,Lake Timothyside,GU,0
3d065ac1-0399-47fa-bf8e-841df65ec01d,e1fa36c0-e064-4741-8a8c-2b43a80e955c,2025-10-13 22:01:11,755.99,"Roberts, Ortiz and Hawkins",Lake Tina,AL,0
75c2fb55-7211-4bf4-a526-7633d50c0149,a6540716-81ac-4e04-85d1-254f7580dbf6,2025-10-13 22:01:21,1982.48,"Garrett, Myers and Palmer",West Christopherville,WY,0
823902c2-a18c-4a91-974b-e7ec2e275ad6,dbf8d724-3c83-4037-8b4c-1e80ecceb4ba,2025-10-13 22:01:31,801.12,Webb-Moore,North Ashley,MO,0
04b243ad-92b4-4616-b19a-5e501557cc9e,dbebc654-8f75-4457-b124-f265e6188012,2025-10-13 22:01:41,745.99,Taylor-Vaughn,Lake Kathleenbury,WA,0
bc2a8dfc-3570-483f-8ab8-2a10595b2bdb,e77d1c80-268b-4b54-885f-3d419e87c302,2025-10-13 22:01:51,906.3,Jennings Ltd,North Travisberg,OR,0
97a721a8-034b-4ea8-98ef-3df811833070,1e5f1f70-f9ea-4da4-90af-8965ac1ff55c,2025-10-13 22:02:01,338.31,Anderson-Tyler,Port Devonberg,GU,0
b0d3e3d0-8a86-4f02-8818-9b546e18654f,d39dd65d-e625-46cd-b494-aae9e7d87c0d,2025-10-13 22:02:11,329.78,Moon LLC,Smithstad,NH,0
aa92e485-4111-484c-a914-f3b7ceb9c523,904d0dea-4e14-474e-aa9d-575fdf1b1a05,2025-10-13 22:02:21,611.76,Oneill Ltd,West Courtneychester,MO,0
820be72c-efdd-4720-b98e-7eff24cb6ba4,d71ffcc3-a64b-416c-a36d-6af6a8493039,2025-10-13 22:02:31,1980.39,Conner-Carter,New Michellefurt,AR,0
44a5c1a7-64cf-48e1-9cd7-88a4c9a8683b,f80184d2-a431-4227-af62-4c2193f2e5b1,2025-10-13 22:02:41,182.8,"Nash, Clarke and Hudson",Barberview,ME,0
09476058-cebd-4404-b091-8d4e07e4290f,26a6b223-90e5-4bd3-805f-ac994aed1c50,2025-10-13 22:02:51,270.81,Rollins-Wolf,New Sydneyland,MA,0
1e8bd3bf-f3fa-44f3-93d4-0c6b6d779444,fe1ec146-9ce4-402f-ac41-50d7ea9bb0ed,2025-10-13 22:03:01,449.33,Coleman Group,North Robin,IA,0
a10d3ba1-2398-478f-9153-fe9e29ef5598,ea127ab8-6f4c-4ad0-ac7c-b108f4569982,2025-10-13 22:03:11,1003.71,Giles PLC,Port Manuel,OH,0
d0b7aaae-231c-4202-9976-67297b650d93,c1d193d3-f0a7-4a98-9e0b-1ae9b26108af,2025-10-13 22:03:21,544.4,"Clarke, Moore and Harrington",North Granttown,OR,0
19d0f166-9585-4987-becc-f38f568f26fa,e14d6985-02aa-4b50-950c-f845ab7ad38a,2025-10-13 22:03:31,180.96,"Hicks, Hansen and Oneal",Lake Jackiemouth,MS,0
5376f887-56da-48fe-8a46-e3e2e7edc009,11ec0a0e-2cf8-41ca-97d5-5a1944adb016,2025-10-13 22:03:41,651.41,"Miller, Coleman and Thompson",Torresport,WI,0
247250c5-993e-454d-a6de-c7f6e9b40768,90849e3c-139a-44fa-9edf-2d03e22ae642,2025-10-13 22:03:51,726.29,Young-Dixon,Nicholsonport,OK,0
2964111f-c5fb-48eb-a2df-2d1e1bf6ecb6,0cb2ccea-100f-4a5f-8a84-8a5391eddf5e,2025-10-13 22:04:01,1678.93,Russell-Reyes,New Rebekahshire,FL,0
a4a42b4b-aa17-45c6-9773-dfb11d6d53d8,2b2285c7-1f02-4eea-b122-56b2ed56457e,2025-10-13 22:04:11,1166.66,Floyd and Sons,South Veronica,CT,0
2c1f4665-62b6-49d0-b0ed-879b3bd3dc90,85f062a0-a17d-4bf5-a5e7-122521042256,2025-10-13 22:04:21,37.24,"Hughes, Ramos and Collins",East Jennifer,MH,0
f6b06d9d-b18e-4e75-9697-d72bd6639941,197a88cc-7242-4cb3-9d78-b25a13ad00b6,2025-10-13 22:04:31,1466.5,"Caldwell, Myers and Warren",East Robert,MP,0
cfef9623-f0b2-41ec-83c8-35c0be2c04c8,ed001166-ad78-48c4-b626-ab50afb8d534,2025-10-13 22:04:41,1728.1,Daniel-Williams,Port Patricia,MS,0
7d4d8e0a-2e11-45fb-8ee6-a67b8838e150,45e9065e-7789-4215-9b50-a1cd877d697a,2025-10-13 22:04:51,20.73,Bonilla LLC,South Taratown,AS,0
274eac96-d6eb-4383-b9eb-41c0ef99311d,971ed941-7603-463e-a730-2c0ebab351e3,2025-10-13 22:05:01,1018.88,Johnson Inc,Curtisstad,MN,0
1253f3fa-7969-4cef-8f6a-62a49565734a,b6256da7-d729-495b-9060-ba5e36f1945f,2025-10-13 22:05:11,573.6,Jones Ltd,East Brian,MO,0
d275427e-f613-46a9-b770-f819160e4cf9,4dd46a29-7655-4228-a528-6ef06187d639,2025-10-13 22:05:21,1681.36,Fischer Ltd,East Nicolebury,DC,0
f0012e89-160a-47c8-bafb-c109d8aae7bb,e4b329c7-2d26-4cfa-8d0a-d08c2cc976a2,2025-10-13 22:05:31,1783.85,"Ward, Adams and Cummings",East Emily,SC,0
06afc0d2-78e0-4767-9ea5-a0bec8ed7f75,7d6aad94-fb66-43c7-ac4f-c02aa1e47ffa,2025-10-13 22:05:41,933.31,"Short, Howard and Escobar",Kimtown,HI,0
90b3f7c1-280b-468f-82de-33f24b39f8e3,d1ccd8f8-8832-4ead-84e6-3bb96b4cdc58,2025-10-13 22:05:51,1838.35,Pitts-Harper,Port Hannah,VA,0
3d717076-a747-45e9-bd79-e0bfe5c8c75f,35319bfc-5cc6-40e6-b6c4-41ac6920c902,2025-10-13 22:06:01,363.29,"Melendez, Pham and Bailey",Jasonmouth,NJ,0
ac49fddd-66fd-4b47-8139-3e63b5bf50fa,bf13410a-d3ca-497f-8715-800af86773f4,2025-10-13 22:06:11,197.72,Arnold-Molina,Michaelberg,CO,0
fd346a61-d89c-4638-a3d1-09578a409b88,42f81add-fc9a-4288-a745-452b74adab77,2025-10-13 22:06:21,107.23,Vasquez PLC,Port Kevinburgh,NM,0
1925ab0e-d3c5-4991-9850-9cb054525cc8,c9f21782-41b7-451d-b907-02a5ab6509bc,2025-10-13 22:06:31,502.62,"Clark, Wallace and Daugherty",Lake Elizabeth,NJ,0
8c0fa7c1-0f3e-450c-8b55-5364e19d2d60,2d644d97-acb7-40cd-a07b-121826026e35,2025-10-13 22:06:41,295.81,Duffy and Sons,East Micheleberg,AZ,0
31efd64b-fe2b-4af8-ad4e-ce9c4df9d647,46038592-bd78-4a75-9dce-a43a76c6a50e,2025-10-13 22:06:51,1907.69,Wells Group,Shannonside,IN,0
5bb6c69b-8b9f-484f-8f08-e39d97b97ca2,34803478-f3be-4ab8-8426-94a7f1438f3c,2025-10-13 22:07:01,582.32,Alvarez Ltd,Pooleburgh,PW,0
da5d434c-fba1-4a94-a9a3-cfdba9f2eb3a,589a1610-2dd4-4046-9c28-41ab937f4ebf,2025-10-13 22:07:11,3408.84,Smith-Cooke,Daltonchester,OH,1
81be4fe0-2ad8-4887-9e1c-af4e98458038,4f15f5c0-7d32-47e0-9062-6ea69548a119,2025-10-13 22:07:21,58.24,Garcia and Sons,Ortegastad,GU,0
6a023723-6ca9-495e-b7d5-173ed5c3c5c2,d7f37263-759f-4131-b6d0-13fd9b081490,2025-10-13 22:07:31,967.56,Foster PLC,Angelabury,OK,0
a3f455fd-9152-4b49-8837-f475ccd16e7c,dac7110c-9b15-481c-b69a-d3795615b275,2025-10-13 22:07:41,458.86,"Brown, Rodgers and Strickland",West Kellymouth,CO,0
e49773d6-f351-48d3-9187-c7ece89de431,9828ff0b-47f8-40f4-aab9-173965667a51,2025-10-13 22:07:51,522.74,Hall-Browning,South Marcus,MI,0
b16e91df-313b-4eca-ae52-8793c650da7c,0a837d7b-d80e-41ef-9baf-2cb443ac092e,2025-10-13 22:08:01,1490.79,Boyer-Williamson,New Amy,TX,0
8d21e4c4-9898-4e90-b6df-a45257cba121,d2468106-3db4-4ca0-ba21-669d52be14ee,2025-10-13 22:08:11,260.91,Waters-Williams,Doughertybury,IA,0
787062b2-2ff4-4d1a-bb13-28bc6cc1c7d8,ad42d81c-4724-4878-b181-485dc72bc395,2025-10-13 22:08:21,1096.79,Walker-Pittman,Smithstad,AZ,0
5fa4b3fd-d86f-4e25-9dab-5960f54746e0,d79829f9-4285-4309-9961-1ea0cdf218ee,2025-10-13 22:08:31,322.25,"Jenkins, Drake and Taylor",Jamesburgh,CA,0
47e5c32e-6768-4c7a-a5c5-c04c7eeed745,c572a431-c636-44d8-9793-0f53a54ac15d,2025-10-13 22:08:41,923.91,Powers Inc,South Rachel,AK,0
d5dc87e1-ef48-47c9-bdf9-9d23b9fac41c,c317fa4a-1872-4940-bd97-1c891b36ffc9,2025-10-13 22:08:51,708.43,"Banks, Wade and Ward",New Robinmouth,VT,0
3b58ed07-1865-4e96-83c6-ba5dab573c70,12edda7a-872d-490f-aa5b-900cfb4bb935,2025-10-13 22:09:01,1865.02,Hall-Palmer,South Lauraside,AS,0
2ccb16d5-724b-4b7a-aab3-c5d6902fcec2,0df7162b-0300-40f0-800f-d7b160be6b6d,2025-10-13 22:09:11,1272.6,Bell Ltd,Patrickfurt,VT,0
dbfaa291-843d-45aa-a1a7-dea7d3fad95f,4b5340bf-d753-40e7-a326-ff58a858bb6c,2025-10-13 22:09:21,255.66,"King, Jones and Forbes",Lake Amandaberg,PA,0
d8b5d39a-75a9-42ee-a3f0-dbff40876109,e209e66a-b061-4a6f-a84f-c407c25fbc1f,2025-10-13 22:09:31,1970.98,Terry-Miller,Davisburgh,VI,0
fb5631d2-19ed-4f46-a081-e0c37b011cc3,d69ae02e-9976-4c7f-b35b-761aaed3ba1e,2025-10-13 22:09:41,1826.47,Torres and Sons,Judyport,MD,0
6e23231c-71ec-41ae-ba2d-1658303a3136,013b4d4a-430f-4818-ba1e-7828abc8df27,2025-10-13 22:09:51,1408.58,Bell-Rojas,North Courtney,OK,0
82a95e42-3e8b-4165-be60-c676c6d169a5,046e5468-7e33-455b-8fbe-be258a33604a,2025-10-13 22:10:01,1110.79,Gregory-Becker,New Brandon,MP,0
4f91d45a-0cd3-49dd-8214-fa713524d6d0,9970f6af-6c2e-4187-9b15-a6cacdae0ef0,2025-10-13 22:10:11,1271.86,"Clay, Cordova and Diaz",North Stevenmouth,AZ,0
7fb8c7ad-95b5-47a9-a921-087b6342fad4,22f7ea0a-2a5d-4698-8fec-0a8fe97968bc,2025-10-13 22:10:21,1639.68,Poole-Williams,Ginaville,UT,0
4f6ea2e9-bae0-41d9-b852-5b2527f73a63,e638991d-bcf3-4d5c-b250-9c23fd94706e,2025-10-13 22:10:31,80.06,"Robinson, Jordan and Spencer",South Megan,MI,0
230ce33b-df50-47ad-89e5-a8fc88754c1e,92c00845-8eed-4791-8601-9c9780601507,2025-10-13 22:10:41,1662.02,"Green, Sanchez and Day",West Gregory,SC,0
cd93be98-3e62-4001-b21c-3b1519be5b2b,564ea2d7-4178-4699-84aa-c23399cfccf0,2025-10-13 22:10:51,121.95,"Cook, Williams and Miller",Port Evan,SD,0
5b6e690a-b76a-4744-8db7-ad7617dd15f9,7495f0cb-ef22-4aec-8f7b-7c12f226fc0f,2025-10-13 22:11:01,597.64,Leonard-Bauer,Mckenziefort,ID,0
9012894e-72d7-4f05-b992-4ab61e544d84,1ed526dc-a548-4e70-921f-2874e8a27555,2025-10-13 22:11:11,69.58,"Rhodes, Contreras and Delgado",New Lisa,ME,0
f165629f-2864-490a-a53d-25546a3c0193,9d3d2d20-d3f3-46cd-a46a-bfb9e07014a9,2025-10-13 22:11:21,1357.91,"Kelly, Woods and Young",Johnstad,MS,0
d1b929bd-2958-493f-84aa-8c5aeaadd185,f9efd9c4-d95b-483c-98da-8161437adcf3,2025-10-13 22:11:31,1699.38,Pittman Ltd,Lake Jeffrey,VA,0
e381a928-9a2b-4f15-a6c6-addd8e836311,7026f5d4-8963-4f7f-82ca-8f45743cf66a,2025-10-13 22:11:41,936.01,Miranda-Mcguire,North Aprilton,MH,0
56dd1b89-61c9-49a1-b449-8b47aa72355c,1de1d113-863a-4299-a9a9-5a888b847334,2025-10-13 22:11:51,160.82,"Webb, Williams and Jordan",New Melissaview,MT,0
55e7c9fa-9a48-4f15-963a-e90943cc44db,75642822-7ebc-4509-b679-6ef6efb9da7e,2025-10-13 22:12:01,1341.96,"Harris, Turner and Copeland",Ashleychester,MH,0
259862c0-b982-4c3f-8491-766027a8de23,b882e02d-a7f1-41f5-8756-c29c13b531cb,2025-10-13 22:12:11,1165.23,"Skinner, Luna and Cain",South Sharonhaven,MD,0
40848508-ff3f-4226-a471-8ce07c2924c0,2da98eaa-1576-48fd-85c3-73705bcf22d4,2025-10-13 22:12:21,847.19,"Miller, Martinez and Smith",Wellsstad,NJ,0
f0dfb92f-8ee5-4501-8dee-36f2f294bf74,e99c53c4-3a92-44de-8741-997b6b4ecc4b,2025-10-13 22:12:31,1432.51,"Cooper, Odom and Herrera",Lynchtown,OR,0
18356c4d-d0f0-49f4-aedc-fb3672bfd385,b6265483-735b-4d7f-92b4-c0140c9e6216,2025-10-13 22:12:41,1026.03,Thomas-Davis,South Andrewbury,WI,0
f72214fc-e3eb-4067-8919-771e62772a21,ae467605-08c4-434a-8177-8120e664cddb,2025-10-13 22:12:51,1652.17,Chapman-Brown,Port Tony,TX,0
ce4fb752-adc2-41db-9312-e9b04d1543d6,c5342655-585c-47f8-b47b-76d11ff3ec08,2025-10-13 22:13:01,738.29,"Harper, Lozano and French",New Rachelport,WI,0
cf5fb6cc-42e7-4869-b4d2-e66c779984ab,2d5b7dd3-7b3a-417e-9cd6-a8f8e3baa4a0,2025-10-13 22:13:11,1417.04,Robertson-Schroeder,Hallport,PR,0
05bd0ace-a4b3-4cc9-8087-2659e3a9dd34,f622275e-633a-403a-80ba-97c32068c15a,2025-10-13 22:13:21,322.93,Kelly LLC,Hansonchester,NV,0
e55b3383-68f1-42ff-a601-64129f13a1be,ee45b4a2-a323-4fdf-9caf-e92f5172bb32,2025-10-13 22:13:31,846.37,Williams Inc,Derekshire,KY,0
203e1cff-4f2f-4018-ab0c-dc9edc1a9182,edd669f5-0ca7-420e-a7bb-ab3fd025683c,2025-10-13 22:13:41,1752.43,Santos-Nash,South Jeanetteland,CO,0
e7004ba6-9066-4958-905c-24fde796b45c,1a1960fa-d0ee-4e25-b218-8489148514fb,2025-10-13 22:13:51,1390.29,Moon-Herrera,Marshallton,VA,0
29c85e70-7810-4581-862f-3d72e9e60b54,b0682549-7930-4704-95a3-d1dc6052d452,2025-10-13 22:14:01,659.07,Vang-Harding,South Timothy,NC,0
1b9cc6d1-50d7-43f7-9c77-2905ea934493,2ee394f9-ddac-4213-b165-9b519fcc0974,2025-10-13 22:14:11,1824.6,Mcmillan-Rhodes,North Davidport,PA,0
7b710077-6385-49a8-82f1-08838a1318ea,3a961e66-6ed9-49f5-8be5-edcc1cdd7f31,2025-10-13 22:14:21,351.29,"Stewart, Reid and Lowe",Lake Patrick,NH,0
c3854a7a-64ee-46c2-a500-d6cf72c175fe,baef6190-addf-4be9-b10e-c9cfa3a045bb,2025-10-13 22:14:31,1717.2,"Greene, Pittman and Quinn",New Matthew,NH,0
ae2170df-403f-4956-9f2a-cd50d460b81c,b607c4a4-77c3-40fa-80ac-5908bfe0aff1,2025-10-13 22:14:41,1895.27,"Alvarez, Black and Kelley",Jimfurt,ME,0
0b583bfb-1cf8-48d5-90ca-4a46daee0cd7,dea6f360-1b18-44d6-9c4e-1dcd8ad64f3f,2025-10-13 22:14:51,1820.57,"Howard, Sanchez and Payne",Port Benjaminville,NV,0
5a8e1270-b097-4932-9f15-34c7a590c2d5,f03649c7-e5f0-4f7c-ae36-e846e5894e50,2025-10-13 22:15:01,214.63,Scott PLC,North Hunterland,ND,0
c8e1c545-67e7-45f2-87a4-3020ccaa65e9,40bb2270-25c9-404f-909c-42100c4636ce,2025-10-13 22:15:11,282.47,"Gonzales, Thomas and Smith",Cherylberg,MN,0
87be2074-ee3d-418c-987a-42d7b6e8ec51,0a5749e5-8df9-4586-a52c-817384571078,2025-10-13 22:15:21,249.79,Weber Inc,Williamsfurt,MP,0
5e749500-ce65-498e-a976-3d8960aeebf9,fd9ecae1-9f44-4261-affd-1ccbcfd21951,2025-10-13 22:15:31,1079.92,"Walker, Fitzpatrick and Carpenter",Loribury,NJ,0
1beba146-09c8-4a6f-a409-881554cad9a5,d2a67005-eab1-429e-9110-0a9a1f0872d1,2025-10-13 22:15:41,1053.25,Dunn LLC,West Sophiamouth,OR,0
9f9a589a-90a2-4642-a87f-30fc1ba7e3cb,1bb8a343-afd4-446f-a698-67b725913cc6,2025-10-13 22:15:51,526.59,Hansen-Higgins,Smithstad,IL,0
a9e28b8f-dae7-4d16-8289-bc595d3ab8d9,d49760d4-a995-423e-9f8d-157f4d726204,2025-10-13 22:16:01,681.61,Anderson-Tucker,South Anthony,LA,0
b2c2c2f2-8a5e-407e-b2e4-cfbc5567cf23,2be8e388-4c9a-474e-b735-79e668d7ae2d,2025-10-13 22:16:11,1737.21,Ramirez Inc,North Emily,FL,0
a3352e1c-f1c6-4900-a597-b2dda99fa12f,b8b1248a-b2d7-41d7-ab31-a2be69838526,2025-10-13 22:16:21,1623.89,Martinez-Ho,Juanfort,NV,0
f3cbf153-41a5-4b57-b29a-9d346da23ff0,91f9fb22-f81d-4216-b5b6-81ab393b3534,2025-10-13 22:16:31,1093.65,Warren Group,New Lisa,FM,0
bdbff83f-b362-4a8b-83f1-3add3a092e87,ec94d250-065a-44fe-8ebd-f555bbdd1fa6,2025-10-13 22:16:41,1463.87,Abbott Group,Catherineshire,WY,0
06cecf1b-4ca7-48d3-a510-06b96534eae1,f2e7b5db-9b06-4283-9472-666697e35a12,2025-10-13 22:16:51,1416.03,"Nichols, Vang and Allen",New Corey,WY,0
f077fee6-16b0-4671-a388-cb1480a66b6f,b1a913ba-7963-4712-9801-ab3b962dedb7,2025-10-13 22:17:01,1851.67,"Swanson, Fletcher and Neal",North Willie,WI,0
